disposition_code_sk,queue_sk,agent_sk,etl_ticket_id,last_changed,partition_key,redacted,abandoned_indicator,acw_end_timestamp,acw_end_timestamp_utc_quarter_hour_sk,acw_indicator,acw_start_timestamp,acw_start_timestamp_utc_quarter_hour_sk,agent_initiated_disconnect,barge_end_timestamp,barge_end_timestamp_utc_quarter_hour_sk,barge_indicator,barge_start_timestamp,barge_start_timestamp_utc_quarter_hour_sk,barge_timestamp,barge_timestamp_utc_quarter_hour_sk,business_accountname,channel_id,channel_type,coach_indicator,coach_timestamp,coach_timestamp_utc_quarter_hour_sk,dialog_end_time,dialog_end_time_utc_quarter_hour_sk,dialog_id,dialog_start_time,dialog_start_time_utc_quarter_hour_sk,direction,engagement_end_time,engagement_end_time_utc_quarter_hour_sk,engagement_id,engagement_start_time,engagement_start_time_utc_quarter_hour_sk,external_call_indicator,external_participant_id,message_type,observe_indicator,provider_id,send_from,send_to,subject,transfer_indicator,answered_timestamp,calling_number,dialled_number,emergency_indicator,answered_timestamp_utc_quarter_hour_sk,offered_attributes,queued_attributes,conference_indicator,consult_accepted_from_user_indicator,consult_initiated_to_user_indicator,consult_accepted_from_queue_indicator,consult_initiated_to_queue_indicator,conference_to_external_indicator,consult_to_external_indicator,consult_to_external_number,warm_transfer_to_external_indicator,warm_transfer_to_queue_indicator,warm_transfer_to_user_indicator,engagement_source,engagement_offered_time,engagement_queued_time,engagement_offered_time_utc_quarter_hour_sk,engagement_queued_time_utc_quarter_hour_sk,source_address,supervisor_sk,agent_id,agent_login_id,agent_first_name,agent_last_name,agent_display_name,agent_user_handle,agent_type,row_active_date,row_inactive_date,active_record,is_unknown,entity_deleted,attributes,queue_id,queue_name,queue_description,is_default,disposition_code_id,disposition_code_type,disposition_code_name,disposition_code_number,disposition_code_description
,2,-2,44128,2024-01-24 15:16:17.813055+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 15:04:23.859+00,202401241500,31025452991706108626,2024-01-24 15:03:47.7+00,202401241500,INCOMING,2024-01-24 15:04:23.859+00,202401241500,9e2d5020-ecb4-415f-9fd8-13e41a254598,2024-01-24 15:03:47.7+00,202401241500,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,,[Department.Accounts],,,,,,,,,,,,NA,,2024-01-24 15:04:07.692+00,,202401241500,NA,-1,-2,unknown,null,value,null value,null value,null,1970-01-01 00:00:00+00,9999-12-31 00:00:00+00,t,f,f,,b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,,-2,44100,2024-01-24 14:01:17.930476+00,20240124,f,,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 13:51:18.984+00,202401241345,31025445281706104269,2024-01-24 13:51:09.987+00,202401241345,INCOMING,2024-01-24 13:51:18.984+00,202401241345,98cf9abf-e8ed-466e-a25f-c0c348199063,2024-01-24 13:51:09.987+00,202401241345,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,,,,,,,,,,,,,,NA,,,,,NA,-1,-2,unknown,null,value,null value,null value,null,1970-01-01 00:00:00+00,9999-12-31 00:00:00+00,t,f,f,,,,,,,,,,
,2,-2,44079,2024-01-24 14:01:17.916772+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 13:51:02.269+00,202401241345,31025445241706104228,2024-01-24 13:50:28.991+00,202401241345,INCOMING,2024-01-24 13:51:02.269+00,202401241345,16615554-e9b9-419a-b565-8322fd86765a,2024-01-24 13:50:28.991+00,202401241345,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,,[Department.Accounts],,,,,,,,,,,,NA,,2024-01-24 13:50:47.302+00,,202401241345,NA,-1,-2,unknown,null,value,null value,null value,null,1970-01-01 00:00:00+00,9999-12-31 00:00:00+00,t,f,f,,b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,-2,44059,2024-01-24 14:01:17.925514+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 13:50:24.251+00,202401241345,04344324621706104185,2024-01-24 13:49:46.259+00,202401241345,INCOMING,2024-01-24 13:50:24.251+00,202401241345,4078dd27-53f0-4cdc-98e8-443713decb8f,2024-01-24 13:49:46.259+00,202401241345,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,,[Department.Accounts],,,,,,,,,,,,NA,,2024-01-24 13:50:07.947+00,,202401241345,NA,-1,-2,unknown,null,value,null value,null value,null,1970-01-01 00:00:00+00,9999-12-31 00:00:00+00,t,f,f,,b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,-2,44040,2024-01-24 13:46:17.951042+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 13:44:29.177+00,202401241330,31025444981706103846,2024-01-24 13:44:06.922+00,202401241330,INCOMING,2024-01-24 13:44:29.177+00,202401241330,6b1933cf-cc0d-4b54-83ca-c9f2bb100d34,2024-01-24 13:44:06.922+00,202401241330,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,,[Department.Accounts],,,,,,,,,,,,NA,,2024-01-24 13:44:20.562+00,,202401241330,NA,-1,-2,unknown,null,value,null value,null value,null,1970-01-01 00:00:00+00,9999-12-31 00:00:00+00,t,f,f,,b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,-2,44023,2024-01-24 13:46:17.947729+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 13:44:03.504+00,202401241330,31025444951706103819,2024-01-24 13:43:39.815+00,202401241330,INCOMING,2024-01-24 13:44:03.504+00,202401241330,fbfb3213-2882-4754-a332-b125a63b5f54,2024-01-24 13:43:39.815+00,202401241330,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,,[Department.Accounts],,,,,,,,,,,,NA,,2024-01-24 13:43:54.809+00,,202401241330,NA,-1,-2,unknown,null,value,null value,null value,null,1970-01-01 00:00:00+00,9999-12-31 00:00:00+00,t,f,f,,b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,-2,44004,2024-01-24 13:46:17.945911+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 13:43:33.744+00,202401241330,04344324391706103787,2024-01-24 13:43:07.552+00,202401241330,INCOMING,2024-01-24 13:43:33.744+00,202401241330,a23e0959-be6d-4134-83e9-b2ea869a70f2,2024-01-24 13:43:07.552+00,202401241330,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,,[Department.Accounts],,,,,,,,,,,,NA,,2024-01-24 13:43:23.964+00,,202401241330,NA,-1,-2,unknown,null,value,null value,null value,null,1970-01-01 00:00:00+00,9999-12-31 00:00:00+00,t,f,f,,b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,-2,43985,2024-01-24 13:46:17.96791+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 13:42:59.17+00,202401241330,04344324361706103749,2024-01-24 13:42:30.024+00,202401241330,INCOMING,2024-01-24 13:42:59.17+00,202401241330,4e9d3a46-f743-417e-98dd-77512bc3798c,2024-01-24 13:42:30.024+00,202401241330,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,,[Department.Accounts],,,,,,,,,,,,NA,,2024-01-24 13:42:51.003+00,,202401241330,NA,-1,-2,unknown,null,value,null value,null value,null,1970-01-01 00:00:00+00,9999-12-31 00:00:00+00,t,f,f,,b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,-2,43968,2024-01-24 13:46:17.950428+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 13:42:26.552+00,202401241330,04344324341706103723,2024-01-24 13:42:03.672+00,202401241330,INCOMING,2024-01-24 13:42:26.552+00,202401241330,bedb9003-1fd8-4a24-8bdf-c655d6fadb9a,2024-01-24 13:42:03.672+00,202401241330,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,,[Department.Accounts],,,,,,,,,,,,NA,,2024-01-24 13:42:17.142+00,,202401241330,NA,-1,-2,unknown,null,value,null value,null value,null,1970-01-01 00:00:00+00,9999-12-31 00:00:00+00,t,f,f,,b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,-2,43955,2024-01-24 13:46:17.94537+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 13:42:00.505+00,202401241330,31025444841706103695,2024-01-24 13:41:36.268+00,202401241330,INCOMING,2024-01-24 13:42:00.505+00,202401241330,8bc44155-68cb-4c5e-bfa5-8e867ff72b0e,2024-01-24 13:41:36.268+00,202401241330,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,,[Department.Accounts],,,,,,,,,,,,NA,,2024-01-24 13:41:50.877+00,,202401241330,NA,-1,-2,unknown,null,value,null value,null value,null,1970-01-01 00:00:00+00,9999-12-31 00:00:00+00,t,f,f,,b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,-2,43942,2024-01-24 13:46:17.94718+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 13:39:40.377+00,202401241330,04344324221706103553,2024-01-24 13:39:14.16+00,202401241330,INCOMING,2024-01-24 13:39:40.377+00,202401241330,7a52cc36-56a0-4360-adb6-12c420e627d7,2024-01-24 13:39:14.16+00,202401241330,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,,[Department.Accounts],,,,,,,,,,,,NA,,2024-01-24 13:39:30.781+00,,202401241330,NA,-1,-2,unknown,null,value,null value,null value,null,1970-01-01 00:00:00+00,9999-12-31 00:00:00+00,t,f,f,,b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,-2,43918,2024-01-24 13:46:17.948668+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 13:38:52.088+00,202401241330,04344324191706103504,2024-01-24 13:38:24.827+00,202401241330,INCOMING,2024-01-24 13:38:52.088+00,202401241330,91461713-db14-42b9-9ac6-186936a102d3,2024-01-24 13:38:24.827+00,202401241330,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,,[Department.Accounts],,,,,,,,,,,,NA,,2024-01-24 13:38:42.71+00,,202401241330,NA,-1,-2,unknown,null,value,null value,null value,null,1970-01-01 00:00:00+00,9999-12-31 00:00:00+00,t,f,f,,b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,-2,43898,2024-01-24 13:46:17.949136+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 13:38:08.024+00,202401241330,31025444521706103460,2024-01-24 13:37:41.363+00,202401241330,INCOMING,2024-01-24 13:38:08.024+00,202401241330,27d737f4-7dac-4adf-a86e-7fb788a615b4,2024-01-24 13:37:41.363+00,202401241330,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,,[Department.Accounts],,,,,,,,,,,,NA,,2024-01-24 13:37:57.869+00,,202401241330,NA,-1,-2,unknown,null,value,null value,null value,null,1970-01-01 00:00:00+00,9999-12-31 00:00:00+00,t,f,f,,b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,19486,43872,2024-01-24 11:31:18.539186+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 11:23:55.526+00,202401241115,31025441391706095407,2024-01-24 11:23:28.623+00,202401241115,INCOMING,2024-01-24 11:23:55.526+00,202401241115,eae7abeb-3623-4743-98ae-86a8c3877282,2024-01-24 11:23:28.623+00,202401241115,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,[Department.Accounts],,,,,,,,,,,,,NA,2024-01-24 11:23:48.995+00,,202401241115,,NA,-1,75120704-ad04-46a4-81b3-0d103ef961a4,user007@verintnew01.prodreleasev2.com,User007,verintnew01UAT,"verintnew01UAT, User007",75120704-ad04-46a4-81b3-0d103ef961a4,Agent,2023-01-20 12:16:28.31785+00,9999-12-31 00:00:00+00,t,f,f,"[{""value"": ""Sales"", ""category"": ""Department""}, {""value"": ""English"", ""category"": ""Language""}, {""value"": ""French"", ""category"": ""Language""}, {""value"": ""Spanish"", ""category"": ""Language""}, {""value"": ""Support"", ""category"": ""Department""}, {""value"": ""Billing"", ""category"": ""Department""}, {""value"": ""Accounts"", ""category"": ""Department""}]",b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,19486,43846,2024-01-24 11:31:18.565864+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 11:23:13.092+00,202401241115,31025441381706095368,2024-01-24 11:22:48.893+00,202401241115,INCOMING,2024-01-24 11:23:13.092+00,202401241115,b0c9f603-693e-4851-8d73-6405ef22f621,2024-01-24 11:22:48.893+00,202401241115,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,[Department.Accounts],,,,,,,,,,,,,NA,2024-01-24 11:23:07.138+00,,202401241115,,NA,-1,75120704-ad04-46a4-81b3-0d103ef961a4,user007@verintnew01.prodreleasev2.com,User007,verintnew01UAT,"verintnew01UAT, User007",75120704-ad04-46a4-81b3-0d103ef961a4,Agent,2023-01-20 12:16:28.31785+00,9999-12-31 00:00:00+00,t,f,f,"[{""value"": ""Sales"", ""category"": ""Department""}, {""value"": ""English"", ""category"": ""Language""}, {""value"": ""French"", ""category"": ""Language""}, {""value"": ""Spanish"", ""category"": ""Language""}, {""value"": ""Support"", ""category"": ""Department""}, {""value"": ""Billing"", ""category"": ""Department""}, {""value"": ""Accounts"", ""category"": ""Department""}]",b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,19486,43820,2024-01-24 11:31:18.51417+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 11:22:38.668+00,202401241115,04344322361706095336,2024-01-24 11:22:16.635+00,202401241115,INCOMING,2024-01-24 11:22:38.668+00,202401241115,8f955fc7-fe43-439b-857d-31d99816e507,2024-01-24 11:22:16.635+00,202401241115,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,[Department.Accounts],,,,,,,,,,,,,NA,2024-01-24 11:22:33.411+00,,202401241115,,NA,-1,75120704-ad04-46a4-81b3-0d103ef961a4,user007@verintnew01.prodreleasev2.com,User007,verintnew01UAT,"verintnew01UAT, User007",75120704-ad04-46a4-81b3-0d103ef961a4,Agent,2023-01-20 12:16:28.31785+00,9999-12-31 00:00:00+00,t,f,f,"[{""value"": ""Sales"", ""category"": ""Department""}, {""value"": ""English"", ""category"": ""Language""}, {""value"": ""French"", ""category"": ""Language""}, {""value"": ""Spanish"", ""category"": ""Language""}, {""value"": ""Support"", ""category"": ""Department""}, {""value"": ""Billing"", ""category"": ""Department""}, {""value"": ""Accounts"", ""category"": ""Department""}]",b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,19486,43792,2024-01-24 11:31:18.538829+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 11:22:11.953+00,202401241115,31025441371706095308,2024-01-24 11:21:48.455+00,202401241115,INCOMING,2024-01-24 11:22:11.953+00,202401241115,4c94d93b-62dc-4c35-818f-77fd40484ff7,2024-01-24 11:21:48.455+00,202401241115,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,[Department.Accounts],,,,,,,,,,,,,NA,2024-01-24 11:22:06.195+00,,202401241115,,NA,-1,75120704-ad04-46a4-81b3-0d103ef961a4,user007@verintnew01.prodreleasev2.com,User007,verintnew01UAT,"verintnew01UAT, User007",75120704-ad04-46a4-81b3-0d103ef961a4,Agent,2023-01-20 12:16:28.31785+00,9999-12-31 00:00:00+00,t,f,f,"[{""value"": ""Sales"", ""category"": ""Department""}, {""value"": ""English"", ""category"": ""Language""}, {""value"": ""French"", ""category"": ""Language""}, {""value"": ""Spanish"", ""category"": ""Language""}, {""value"": ""Support"", ""category"": ""Department""}, {""value"": ""Billing"", ""category"": ""Department""}, {""value"": ""Accounts"", ""category"": ""Department""}]",b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,19486,43767,2024-01-24 11:31:18.532865+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 11:21:45.438+00,202401241115,31025441361706095279,2024-01-24 11:21:19.897+00,202401241115,INCOMING,2024-01-24 11:21:45.438+00,202401241115,01a793f4-59e0-44c3-ad0b-770b8c062988,2024-01-24 11:21:19.897+00,202401241115,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,[Department.Accounts],,,,,,,,,,,,,NA,2024-01-24 11:21:38.962+00,,202401241115,,NA,-1,75120704-ad04-46a4-81b3-0d103ef961a4,user007@verintnew01.prodreleasev2.com,User007,verintnew01UAT,"verintnew01UAT, User007",75120704-ad04-46a4-81b3-0d103ef961a4,Agent,2023-01-20 12:16:28.31785+00,9999-12-31 00:00:00+00,t,f,f,"[{""value"": ""Sales"", ""category"": ""Department""}, {""value"": ""English"", ""category"": ""Language""}, {""value"": ""French"", ""category"": ""Language""}, {""value"": ""Spanish"", ""category"": ""Language""}, {""value"": ""Support"", ""category"": ""Department""}, {""value"": ""Billing"", ""category"": ""Department""}, {""value"": ""Accounts"", ""category"": ""Department""}]",b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,19486,43741,2024-01-24 11:31:18.528719+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 11:21:10.366+00,202401241115,31025441351706095244,2024-01-24 11:20:44.892+00,202401241115,INCOMING,2024-01-24 11:21:10.366+00,202401241115,245ddf1a-7c7b-4123-b1fb-7032d61fb5f3,2024-01-24 11:20:44.892+00,202401241115,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,[Department.Accounts],,,,,,,,,,,,,NA,2024-01-24 11:21:03.675+00,,202401241115,,NA,-1,75120704-ad04-46a4-81b3-0d103ef961a4,user007@verintnew01.prodreleasev2.com,User007,verintnew01UAT,"verintnew01UAT, User007",75120704-ad04-46a4-81b3-0d103ef961a4,Agent,2023-01-20 12:16:28.31785+00,9999-12-31 00:00:00+00,t,f,f,"[{""value"": ""Sales"", ""category"": ""Department""}, {""value"": ""English"", ""category"": ""Language""}, {""value"": ""French"", ""category"": ""Language""}, {""value"": ""Spanish"", ""category"": ""Language""}, {""value"": ""Support"", ""category"": ""Department""}, {""value"": ""Billing"", ""category"": ""Department""}, {""value"": ""Accounts"", ""category"": ""Department""}]",b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,19486,43704,2024-01-24 11:31:18.563312+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 11:20:26.686+00,202401241115,31025441341706095201,2024-01-24 11:20:01.745+00,202401241115,INCOMING,2024-01-24 11:20:26.686+00,202401241115,710cf6e5-e226-4707-8eea-fff4ce0ec87e,2024-01-24 11:20:01.745+00,202401241115,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,[Department.Accounts],,,,,,,,,,,,,NA,2024-01-24 11:20:19.294+00,,202401241115,,NA,-1,75120704-ad04-46a4-81b3-0d103ef961a4,user007@verintnew01.prodreleasev2.com,User007,verintnew01UAT,"verintnew01UAT, User007",75120704-ad04-46a4-81b3-0d103ef961a4,Agent,2023-01-20 12:16:28.31785+00,9999-12-31 00:00:00+00,t,f,f,"[{""value"": ""Sales"", ""category"": ""Department""}, {""value"": ""English"", ""category"": ""Language""}, {""value"": ""French"", ""category"": ""Language""}, {""value"": ""Spanish"", ""category"": ""Language""}, {""value"": ""Support"", ""category"": ""Department""}, {""value"": ""Billing"", ""category"": ""Department""}, {""value"": ""Accounts"", ""category"": ""Department""}]",b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,19486,43683,2024-01-24 11:31:18.513504+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 11:19:17.142+00,202401241115,31025441311706095129,2024-01-24 11:18:49.585+00,202401241115,INCOMING,2024-01-24 11:19:17.142+00,202401241115,971788a8-2c65-4518-b21f-6e277d05bfd2,2024-01-24 11:18:49.585+00,202401241115,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,[Department.Accounts],,,,,,,,,,,,,NA,2024-01-24 11:19:07.727+00,,202401241115,,NA,-1,75120704-ad04-46a4-81b3-0d103ef961a4,user007@verintnew01.prodreleasev2.com,User007,verintnew01UAT,"verintnew01UAT, User007",75120704-ad04-46a4-81b3-0d103ef961a4,Agent,2023-01-20 12:16:28.31785+00,9999-12-31 00:00:00+00,t,f,f,"[{""value"": ""Sales"", ""category"": ""Department""}, {""value"": ""English"", ""category"": ""Language""}, {""value"": ""French"", ""category"": ""Language""}, {""value"": ""Spanish"", ""category"": ""Language""}, {""value"": ""Support"", ""category"": ""Department""}, {""value"": ""Billing"", ""category"": ""Department""}, {""value"": ""Accounts"", ""category"": ""Department""}]",b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,19486,43647,2024-01-24 11:31:18.579496+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 11:18:46.057+00,202401241115,31025441291706095091,2024-01-24 11:18:11.962+00,202401241115,INCOMING,2024-01-24 11:18:46.057+00,202401241115,a0801e59-910d-4238-aa9a-6c669271bb56,2024-01-24 11:18:11.962+00,202401241115,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,[Department.Accounts],,,,,,,,,,,,,NA,2024-01-24 11:18:39.968+00,,202401241115,,NA,-1,75120704-ad04-46a4-81b3-0d103ef961a4,user007@verintnew01.prodreleasev2.com,User007,verintnew01UAT,"verintnew01UAT, User007",75120704-ad04-46a4-81b3-0d103ef961a4,Agent,2023-01-20 12:16:28.31785+00,9999-12-31 00:00:00+00,t,f,f,"[{""value"": ""Sales"", ""category"": ""Department""}, {""value"": ""English"", ""category"": ""Language""}, {""value"": ""French"", ""category"": ""Language""}, {""value"": ""Spanish"", ""category"": ""Language""}, {""value"": ""Support"", ""category"": ""Department""}, {""value"": ""Billing"", ""category"": ""Department""}, {""value"": ""Accounts"", ""category"": ""Department""}]",b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,19486,43622,2024-01-24 11:31:18.576192+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 11:18:06.587+00,202401241115,31025441261706095063,2024-01-24 11:17:44.187+00,202401241115,INCOMING,2024-01-24 11:18:06.587+00,202401241115,5c1354c8-2e0f-49ba-a8be-cd9a1529e1bc,2024-01-24 11:17:44.187+00,202401241115,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,[Department.Accounts],,,,,,,,,,,,,NA,2024-01-24 11:18:00.619+00,,202401241115,,NA,-1,75120704-ad04-46a4-81b3-0d103ef961a4,user007@verintnew01.prodreleasev2.com,User007,verintnew01UAT,"verintnew01UAT, User007",75120704-ad04-46a4-81b3-0d103ef961a4,Agent,2023-01-20 12:16:28.31785+00,9999-12-31 00:00:00+00,t,f,f,"[{""value"": ""Sales"", ""category"": ""Department""}, {""value"": ""English"", ""category"": ""Language""}, {""value"": ""French"", ""category"": ""Language""}, {""value"": ""Spanish"", ""category"": ""Language""}, {""value"": ""Support"", ""category"": ""Department""}, {""value"": ""Billing"", ""category"": ""Department""}, {""value"": ""Accounts"", ""category"": ""Department""}]",b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,2,19486,43585,2024-01-24 11:16:20.369632+00,20240124,f,t,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 11:11:40.831+00,202401241100,31025441181706094667,2024-01-24 11:11:07.791+00,202401241100,INCOMING,2024-01-24 11:11:40.831+00,202401241100,9c569128-d15f-4dd3-978e-0c1d40b5c10b,2024-01-24 11:11:07.791+00,202401241100,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,[Department.Accounts],,,,,,,,,,,,,NA,2024-01-24 11:11:23.477+00,,202401241100,,NA,-1,75120704-ad04-46a4-81b3-0d103ef961a4,user007@verintnew01.prodreleasev2.com,User007,verintnew01UAT,"verintnew01UAT, User007",75120704-ad04-46a4-81b3-0d103ef961a4,Agent,2023-01-20 12:16:28.31785+00,9999-12-31 00:00:00+00,t,f,f,"[{""value"": ""Sales"", ""category"": ""Department""}, {""value"": ""English"", ""category"": ""Language""}, {""value"": ""French"", ""category"": ""Language""}, {""value"": ""Spanish"", ""category"": ""Language""}, {""value"": ""Support"", ""category"": ""Department""}, {""value"": ""Billing"", ""category"": ""Department""}, {""value"": ""Accounts"", ""category"": ""Department""}]",b4c28c2d-7e68-4d42-bd93-0295451cc9dd,VoiceQ,Voice Queue,f,,,,,
,,-2,43550,2024-01-24 11:16:20.371272+00,20240124,f,,,,,,,,,,,,,,,,Voice,Voice,,,,2024-01-24 11:11:07.414+00,202401241100,31025441171706094665,2024-01-24 11:11:06.686+00,202401241100,INCOMING,2024-01-24 11:11:07.414+00,202401241100,ea1c582a-6960-46c4-b6a7-10f6399a285b,2024-01-24 11:11:06.686+00,202401241100,,+35391733561,,f,deb72cc2-d1e1-48f5-98ed-791261b0c7d0,,,,f,,+35391733561,+18022940681,,,,,,,,,,,,,,,,NA,,,,,NA,-1,-2,unknown,null,value,null value,null value,null,1970-01-01 00:00:00+00,9999-12-31 00:00:00+00,t,f,f,,,,,,,,,,
